id,predicted_price
2591820310,481324.52509066585
7974200820,777975.2048377678
7701450110,1153156.613153023
9522300010,1570457.4295579745
9510861140,894739.8804968399
1761300310,291817.71630883036
7732410120,917018.2499096326
7010701383,757532.2603001056
291310170,433436.4082959876
4232901990,681562.1336223544
6840701125,736270.0745356224
3971700580,410299.2428092794
4202400078,316748.3031345929
6064800090,425301.53013071325
2626119028,378523.50883322424
3303980660,1150453.3344204153
862000020,505540.6249989615
2386000070,896416.4603519102
1138000450,446279.6226076292
1775800420,504046.81161031453
2291401425,379386.53315097396
2025770560,1184132.5288886477
3525069037,643290.6058996394
9324800450,590811.0555292891
8080400136,713437.7499218561
8651540040,583449.1678684603
9407001790,237293.90769755517
1773101530,285734.0993584786
9432900250,321769.21162675164
1794500695,698659.7895243892
2220069003,390099.1809121087
923000120,513639.865215072
5728000060,550274.3018053322
16000200,283751.22941382736
1926059094,572302.8343257513
6672900220,712927.6412135964
3629860060,853109.892680853
1822069109,454680.44555196346
6675500105,543835.9115654354
249000180,1772375.1961539362
226059065,534724.3010912691
396100110,353743.0968771739
9264450460,365918.0132488204
7853361210,413721.20279374765
9474700020,341363.29169038247
421000455,335741.6130875599
3755200220,486174.0931343141
7960100075,455375.63252815994
9477100490,449922.277013337
9138100350,746140.6539783874
1624049275,569279.5223798857
2770606890,454297.72201045224
1157200189,485925.6387938715
2770601800,469755.12139372865
9301300805,361474.24413449445
2325069032,1149918.0455194921
1021079099,326282.6285588785
7215730040,959944.2208910673
1853200080,554555.2582291755
3224600340,740571.4005431748
3222049120,568897.9858177803
2113700025,306620.23177535465
7893207925,271002.6843921748
3586501085,489888.15635827364
8024200010,583143.2163224614
7116500705,230420.78134368255
1598600209,475363.17408849776
7204200025,1122113.1497739085
4206901505,568454.8997207897
2937300440,1175038.547770368
7205000180,287439.5577828302
8718500665,350609.8552209731
5318101765,1385239.2174354233
4122700020,645598.3930934859
8078700020,523746.0482378502
3303980680,1045335.0557517152
8924100372,1537362.846382906
2781270210,257231.1099843111
519000043,634441.692584615
3225069301,1154524.3965302592
151000075,751686.5517638576
2297400020,497223.29125540645
6617500085,707103.0501930146
104510180,245353.7673412987
3528900060,950530.1664058166
3345100286,528472.386545322
1226039130,470784.84336346557
8712100720,974413.2393111967
3037200010,564933.3870486171
3626039268,462775.76894511154
104510230,325825.8423435357
5112800060,428272.3329471872
6072400280,778964.091445786
5317100570,846034.3168154849
9528102993,591020.693242689
2919201095,512538.89312513557
6181400920,360156.68136300275
185000161,300273.8379328187
8691400010,683401.4807423324
3345700165,518358.542232368
6151800486,215163.3940773787
4340000080,1694794.921470081
4136960010,844785.4409941054
3634100030,246809.97055981032
1624059224,1148066.2026779708
2788400090,315862.6494407724
9828200762,498577.0465941874
7524400250,524849.0700453998
3528000290,700442.3996406478
5700003630,2062047.201792901
2720069019,327707.1460482
7227501170,338921.3248453033
2397101270,1026443.9264075934
6792100090,534799.7795781295
2770602265,614962.4084540324
3971700937,245205.22959890467
422049203,304486.3236168562
3076500830,367375.0542859545
1423400260,304531.6265381747
9161100795,410726.3654211702
3126049052,506668.6007753701
5100401468,401521.1575385378
514500235,307419.8629001451
1423200170,240911.48792344195
1402100070,510068.13760720374
624110020,760806.1884026558
2407000145,305903.77173746144
1890000225,865772.0928183018
1320069271,308738.76627004164
5490700085,449703.4992819823
263000155,591332.4695897978
3726800201,338236.78745885025
5153200358,347418.87336622825
2725079018,873302.5226780222
7165700200,384144.27968350623
9429000170,609449.1888783461
8718500075,441588.73134761356
1760650950,338549.17812207167
1068000559,1196671.3231714899
4113800500,557195.2753622013
4077800507,521842.48557401163
2725069150,985465.0364477953
4008400035,780817.547465516
7016310270,444545.6746462584
1432701230,316529.37396417226
3278606050,396186.4415336559
2473350710,532980.0504569359
2185000685,196461.84475135163
7792000025,384294.51234223414
6868200029,606482.9248280544
624069003,707255.4690334742
7431500280,637159.9459245304
3296000040,580921.8271941487
1118001215,2320472.63450576
6453900040,873677.3843218536
333100209,537080.3633913088
34001765,715264.2046640906
8946700100,480188.39720456954
5561401210,685026.2501575986
6671900095,471305.9441334836
3275850020,672785.7751952161
3876300600,400189.65502525546
1450900020,356186.53745874844
8562780280,308649.8590436909
7663700973,457124.3569917641
2126049032,542319.959443648
1823059159,253071.6800062059
3438503426,345185.33020048327
9297301495,519345.20635549224
7140700850,442615.8033718843
7942601805,1078416.7904167154
2555900030,549992.0407411346
2887970040,353593.34222788276
7419700010,513818.69016382465
2239000011,412956.8651610902
9283800050,445218.99705610285
9407001340,278450.912153377
217500140,697332.4600343081
7212660520,187610.3830069203
3298201170,361987.5659961534
3057000400,428179.2202832662
6865200444,507244.4162887421
6071600340,432539.9361689116
6821600005,741276.5884252893
1235100371,789306.1605148994
7796450340,413000.18843752064
3603000410,337053.7438731196
9297300255,735770.3043074909
9126100850,663821.0185292079
2770601462,628106.5747859414
2599001500,221444.10231635702
1102000095,624232.1961050857
1853080640,1227736.1144295607
9551201585,1291911.5723851668
3438500796,293738.9957576251
7518504291,587366.1101676485
9269200340,468126.35619621945
715010130,2148961.7339251633
1982201485,691495.4606912121
9526500080,431335.45701773383
9277200180,425691.4904948543
6669150280,405142.9824392955
8917100153,490420.1125429044
3760500516,1323859.5169811337
2725069050,1032816.6506837425
3332000091,419786.15580095584
8562770080,600531.7817474591
8151601190,289373.68060976034
8563040160,712960.2772438289
240000269,830420.1518409264
4307350200,343146.7414766147
1311910300,393402.1900727553
3574900030,752037.1805546068
7853230570,483646.3614615418
320069049,411180.5968694927
9839301060,828025.5823250518
7011201333,775631.257691457
2781320100,257686.81903102776
3421069120,519746.543929439
7852030320,565880.2482162646
5316101075,2036412.995207955
5309100750,673159.301376654
629000730,454025.72057188646
511700170,347131.40190945566
1562100030,479393.1492578596
2489200230,503553.3770071058
524069116,450274.6898637408
5315100737,1061896.9563760974
1868900675,747769.0914485549
1608000120,596217.6444835238
705700240,365338.4885526822
7575600610,356368.6561833215
1778500015,555096.0228296748
5423500240,261153.87976603422
6713700025,449509.2623927615
2734100734,250425.2255170448
301402280,303924.663227945
2113700205,313220.8175001369
4114601570,3747767.170671197
3332000615,463023.8675604055
3630050180,371953.4359862932
6852700520,544779.1033899798
6870310010,757243.3394052279
6163900981,441138.3490986787
393000142,447295.4224914155
1771100130,405569.3787414844
1442860160,357055.83625851566
9191200435,520974.2790051664
6788200800,902363.9126696928
1115300070,696017.608785711
3176600105,843524.7329610203
2770604665,582612.9098994163
5469500580,443415.5836195921
5680000545,490237.74267218215
3424089119,550154.6641923891
1328300180,376307.05263257615
1773100922,420288.08193727414
4123830480,435579.16225489456
9808610190,786059.5053309699
4250200140,349080.122228244
4217402115,4484151.472263769
3831250350,449803.4374750184
2397101055,1005794.2322980225
6817850110,980254.4365128899
7526800200,720058.5220610178
7853370100,754264.5080606859
2523089025,694019.8632316797
9476200680,293492.02296215144
5714200140,584429.2919255974
3575304895,597184.4762427474
263000018,470984.2310810968
8080400177,656953.7907126556
6450304130,332171.4111605834
514500090,456282.87952817493
9477000300,444887.5119213231
853600310,1867901.4796882714
1951600240,273124.54598836723
1099900120,520354.0943535308
5323100120,662362.7631523836
1223089016,531866.0273292293
522059172,229897.06028377853
1930300190,771426.403510939
9542840410,330625.9423701171
8665050530,583280.0402683677
5592900205,625085.8659250401
5450300010,451967.61778888036
2459960030,334754.3235958693
3331500455,475664.74253625853
3432500705,426865.9607748588
3702900165,338285.82145370357
5249803550,572196.9605752662
626049058,523103.1076597403
1788900380,176321.92658495504
8075400360,268508.0546533873
9113200250,645366.3190972981
2738640040,1002639.5815477658
7821200307,596994.8560433964
3530440140,314089.47830423823
3582700130,592885.9041427104
9276200569,798094.0554554792
7197800020,560437.6114329114
686200490,526327.2284043976
3501600100,417688.8257496169
6383000690,683237.2611410365
7604400150,260341.97432574205
5249801411,713435.0283741986
2607720420,463426.3171144439
9561100010,503802.6764470459
1796370590,304100.9407571205
4077800593,346063.09150897316
854000165,302444.5568213833
5536100010,487888.91604586964
4188000670,888833.3535885547
31000165,1228354.4848981982
662350050,938447.8602472822
4137000280,400941.45055031375
6169901130,1416461.891906079
1953400510,365456.96882179496
7518506716,1086194.1419199777
1552520010,383398.3845203382
7955080270,329528.595315253
9212900100,459412.6930276047
3438500798,293756.3644730657
7899800890,199952.3077661239
4319200605,464399.20414002886
1329300480,380206.5608001967
8935100100,677484.646978662
5016001260,357496.0539963857
4337600280,330683.0184826817
1446401220,267160.6763294505
7135521530,765719.5311286997
6888900115,358375.3841781195
2413301070,365891.14373289485
345700040,256630.54348212387
5566100145,336025.1000622027
7634800070,356389.7281627567
9346910500,563091.6697051016
3529300060,355770.32467801374
8128600060,1027511.4758111745
8572900275,257453.46201469383
4139420590,1644316.0574927737
9274200322,707894.5017908902
1472700200,687013.8318538263
8820903380,570370.7265541798
8563010130,811661.6958701558
8965450110,781583.4195250624
9274204230,479224.02032058476
8165501700,413119.5478756353
2193340260,571789.4749351289
1860600290,1062067.1044137452
1222000055,263645.800167051
2492200280,468075.9110772679
2488200455,436019.7106016762
809001520,1226359.9533190797
1796361140,280317.06700680894
6398000011,1024225.2169346265
6813600365,636096.849099879
7504100920,878959.1387840552
8835770330,628557.7913563377
524059322,835583.8234120639
4307330280,472484.1355001356
1245002952,1111927.0671024136
2021069059,321135.2422646329
5700000595,745315.6820672574
3629970930,811076.7160030624
3336002215,289103.9085583339
5100401060,584138.4244160736
3278600750,265858.3414199767
1126069045,1506309.6638952342
7568700175,405789.13046093925
452001475,466676.3338717029
9283800230,570983.5419508893
1737300130,991854.7799210079
6189600040,396544.78992816305
3679400025,440202.85694557196
1096100010,395581.9912045644
9513900050,390489.26170537807
5452800645,757867.5466441324
273800100,397152.60518398194
7228500037,466541.50072278734
808300090,500581.41366806993
2493200215,535778.9042095313
5035300255,560856.7972351052
3380900160,488866.0676630105
3630000130,503118.95917869115
7300400670,377533.52959804726
6798100070,478566.3565909203
8078400010,583283.9341023962
5566100060,352764.7684881746
2768200212,603197.357859683
4035900060,434162.8732801167
9460000110,488783.55369331775
7199320190,521888.2731057389
2225039081,498414.9339078609
9512200050,871929.40552326
2634500085,298279.66116427263
3654800200,336651.5405898385
2724079090,1154430.8118198507
2597520720,780345.5842204411
3034200426,419280.4306247098
984000130,364430.95160028915
7852020670,478007.1403654548
7923500060,625597.5541720391
2310030510,340357.52345816477
2205500540,427576.5200624393
2493200015,353757.2661406526
7853361420,666643.5305822548
5652600605,529988.5477391302
5285200020,353932.0670626383
9406530150,319532.00835077773
5706300020,486767.0025287386
3278602490,513980.9112747652
7197000100,715814.2128464835
4447300008,668234.8312241257
7899800045,272024.1870639068
9250900095,408312.38863646163
9268851740,572491.7093336249
8682261440,584552.4806180602
7284900385,712873.2511496746
8079040300,420570.3531909048
2225300585,474728.91794909514
3223039013,436968.81568119075
2013801350,331949.10300765367
4055701110,641994.9930571346
3578401770,431513.1987732334
4046500720,543875.848565468
6145601745,286860.0948328166
5207200195,451015.1824682894
1972201856,500745.18611120316
7212680080,302297.2026691884
7277100510,797553.0806037419
522079022,534832.422223438
5605000440,679808.1235156104
6632300230,441497.3549886033
8815400165,667505.5446162083
6708200320,937276.1756066972
2426059076,526763.6000243503
3260200200,453968.5690110713
2770601741,583287.827962419
4338800500,266272.4461362705
9201000320,685316.3736221198
7655900038,388995.819522791
3625059140,593023.8829228552
4222310010,253391.1861407271
2114700115,346783.97207041865
3291800710,360970.25631734857
9406590010,514293.24528373725
3025059124,2393981.6866675643
7972601250,358590.7667166652
930000470,875468.1073369564
6690500060,557163.9246013692
16000015,264067.5391351252
5693501102,765454.4969811258
8079040490,533308.5071822702
7225000155,488821.31259497575
8819900170,766421.6211375633
7972601270,367860.6194858676
1224069074,688203.3722467391
5126900321,325523.9501121038
3438501860,245890.42113181346
2822069080,394744.98939941777
1656600310,667429.7954367041
3856900507,1741185.1479705926
1626069139,450155.32793886226
2524049257,1108363.4255006004
3904960150,478396.6068719326
7214820610,503644.14806696394
7977201845,535240.6234387078
2428100080,819364.323727207
2202500135,327784.03667043877
1523550220,600089.8102684396
2313900610,462440.03232904105
4123840050,398779.65244120033
2125059124,852329.2037569116
1225039067,559169.6676210302
6431500283,504385.33624440024
2473380010,423315.496415347
5694501195,379060.31892216066
2881700046,419238.4476439127
6837820330,438936.0141637504
2337300370,222291.52158937737
3876540630,303334.5305511849
626059317,521842.48557401163
3374500520,448322.0854868045
7228501903,339801.9526890841
4019300051,573458.8951304965
4232902615,631955.5785111898
3546000090,257278.95098563097
8127700215,812377.2442574807
3438501100,281663.36634226696
1769600066,660915.2747508702
8146100610,480696.98451445834
3052700695,606799.9643674613
7954310210,609300.996565268
3761700053,2976609.444461211
1320069179,357474.23477371276
1331900410,805870.0275393785
7303100210,321820.76890657604
2464400285,589586.8386630989
6163901150,500732.76999694086
8955800045,533977.7404384579
2314300200,554517.7100101074
9528104360,463962.28078303527
4177100005,448861.9837310333
8856960260,322189.8900438572
1828001220,691033.332028339
3066400710,684305.3943474878
624110610,1318196.5831672528
4040800260,359595.1974520243
5019500215,591696.3224897456
2481630180,952459.3344130941
7203170190,711593.5639711937
510001280,922516.2684433189
9430110120,621590.4353589267
1565950030,387491.0897858569
9828202255,654576.6957180151
3878900270,428230.2663856502
8091600080,252744.38135857575
1112000035,315542.00123541406
2228900270,330151.11085489625
6648701740,426463.1298322533
1245003740,527762.2361062831
2174503441,519443.77784923057
7708250010,319332.4722507777
6072300110,511421.2590978102
2329800140,318351.8391192499
1494300040,738403.5215327799
3832050130,331190.51419495005
7203100730,1134409.4966337716
7199330170,507552.6566974546
7785000220,531501.962338828
1250201175,406314.61804930825
4054500180,1152835.5347157775
7905200061,472373.301654771
3751604895,222096.99564716296
5220300140,342348.5239103708
3323059027,344269.40930096066
8651611980,1152960.8766169047
8673400190,596779.6844547745
1668500100,918374.7857197261
1023059365,420568.74884157383
3308030060,369251.437539234
4232400860,1015310.1169977299
2144800615,296739.87070311717
1568100920,2542282.633094958
9406510040,630040.1543077716
2923049421,317528.31513749296
1051000040,842928.04307321
2077700042,482105.5052450968
9423800030,278459.94108261453
9818700455,821190.9436557464
7133300675,364832.2443779309
4113800550,568429.9626653634
5553300375,1627068.198174737
2025701530,366163.0705005585
7942601155,813277.9960961532
7524300020,337407.5138981392
2520069100,341138.73583463184
5412300410,308830.3498155809
7504110760,853130.2326720086
2594200350,440233.0843834262
2722059013,231727.13271634074
8078430480,583655.0801281716
1423069162,372077.96473824617
8856001090,186595.61837025228
7000100631,656917.4535047922
4222200280,233522.99552132064
7971300050,662223.8082818512
2009001600,366385.9287020969
6619910140,820963.078722997
2877100985,574604.6873603181
1196000007,587070.9816369779
1330850130,866048.7349703129
6664900410,300370.3582453042
1231001110,349671.20389751723
9235900030,352544.47980494605
9407101840,304423.89794281026
9523103001,522342.3842638651
2149800278,499580.36888039863
7234601198,745216.1781971864
9476700035,608300.6253148972
9297301065,686487.2622806234
518500700,531641.8798320498
7843500090,303113.30952996935
6056110780,491607.64031357685
2345700260,424699.64028338896
3509600070,330638.23970531166
1431700280,435386.4585455511
1623049174,369067.31080765696
3024089049,310457.4512140123
7853340450,465399.4317942588
7732410360,920150.9354715499
1446800995,291313.8721433467
2946000285,276656.0110256536
425079100,413536.9860551389
3876313040,525863.6348533634
1762600260,943062.9202585808
1925069121,1168833.3906314794
7443000480,639675.6845366996
7820000015,439227.4585352402
4027701253,545532.4412857686
2826049165,457072.4820386239
5426300060,697230.0530868695
1278000210,234421.33269622194
923000270,414346.6521654784
